square_id,total_internet_traffic
232,73529.15783416247
233,68052.3344829079
234,68056.55422708858
235,68060.99672462128
236,67145.43257456087
237,65735.57283452235
238,72223.89131508011
239,103378.31443275511
240,141394.20566774346
241,151325.15527304658
242,108265.09735788024
243,86085.58520889767
244,90580.62320905179
245,94368.64707062766
246,694912.3523162464
247,1002532.3231398612
248,222357.36140815914
249,297631.781958706
250,300835.49926550686
251,260828.59013362683
252,193240.34422045853
253,221806.702001974
254,216997.2827803567
255,205147.8924992308
256,164211.61658678763
257,79720.69841220323
258,82021.57899864018
259,77774.00207712594
260,77994.83366080583
261,76724.08958787099
262,57804.70796918031
263,54153.69335807115
264,97163.68678993732
265,135166.84732172638
266,135166.84732172638
267,150744.42438071966
268,177117.9013562966
269,185784.26007597614
270,191017.77238519222
271,159308.8786575835
272,123653.90109159239
273,122623.35629119352
274,122623.41236228496
275,122623.41236228496
276,122623.41236228496
277,121114.8710311912
278,122623.41236228496
279,122623.41236228496
280,104790.00584422052
281,49899.98397072079
282,27362.048915719613
283,27362.048915719613
284,27362.048915719613
285,38154.17723390437
286,67317.32062020825
287,32413.15316599328
288,30886.91593051725
289,41465.941773431376
290,28885.281216539912
291,37646.6465363889
292,51013.33557658398
293,51098.34419104271
294,57063.600633134134
295,110975.00551415375
296,120997.58177625295
297,120997.58177625295
298,120997.58177625295
299,121005.52267776977
300,121089.813405425
301,82411.2492805951
302,89286.46105078398
303,91941.41101740603
304,94462.94564866899
305,94904.64162133436
306,94357.66511565942
307,93933.88198898593
308,93790.79799418896
309,93768.32936969958
310,87819.0012438827
311,42488.11908373895
312,35290.99378492404
313,35567.84894893045
314,33114.06486256677
315,33837.26003384264
316,32548.01694087498
317,32421.103096250445
318,33148.42084936821
319,35103.91833741125
320,37936.51366170868
321,41555.6440486497
322,51542.97077328793
323,59679.235389606096
324,59739.812688480306
325,62982.08013778925
326,67959.69483905565
327,68077.99855752941
328,68077.99855752941
329,68077.99855752941
330,68077.99855752941
331,68073.780560405
332,68062.32139435783
333,68050.55756310094
334,68055.38432333851
335,68069.40671624616
336,68064.54514886066
337,104710.20921301004
338,169629.52170113474
339,175978.06235509366
340,164743.88023897633
341,176182.6635034801
342,161847.69845577236
343,109578.63024655511
344,99300.25687612058
345,140371.13315255684
346,526703.7514706994
347,893693.2037594599
348,288666.20577226486
349,299920.9369161725
350,296787.6372570763
351,254283.17962681502
352,211875.5986623969
353,218250.38186778128
354,206793.00765846716
355,205147.8924992308
356,182037.1494749263
357,145753.8644318804
358,86571.14192832261
359,81299.22521694843
360,88360.02577391244
361,85443.02663567662
362,78980.86972748023
363,56694.43819295196
364,113412.94897802547
365,135166.84732172638
366,137591.53832570463
367,155684.535042644
368,191542.30029635667
369,197251.99102813005
370,197251.99102813005
371,165246.3592457343
372,132453.70423383964
373,122609.50376799516
374,122623.41236228496
375,122623.41236228496
376,122617.00282293
377,70281.08597393893
378,122623.41236228496
379,122012.10939523461
380,98102.37959881371
381,33408.749565957114
382,27362.048915719613
383,30312.84631977172
384,50982.654598550405
385,77183.22800448118
386,38378.71688991785
387,29844.467104256153
388,33136.638561704196
389,56842.09718370781
390,29564.120084345224
391,29152.974105231464
392,38245.5837229765
393,50516.90693268401
394,50639.936319587054
395,56024.283720598556
396,118944.12209182174
397,119192.06788369967
398,115769.17274593537
399,101625.05678032734
400,85372.73747041076
401,37741.590792855655
402,52960.44013128523
403,67289.52954032831
404,67975.51687079528
405,63158.625061420724
406,80425.59429291752
407,76868.34547971236
408,71952.54049455747
409,57478.936208907515
410,41513.24758186951
411,37401.95924602216
412,35417.42769261263
413,35417.42769261263
414,35416.43444309299
415,34647.43205248279
416,33691.02349898472
417,36007.20704028383
418,40816.964405437
419,42151.94628152251
420,42151.94628152251
421,47895.91311438102
422,59554.77013718421
423,60132.51195124972
424,65643.57300420199
425,68077.99855752941
426,68077.99855752941
427,68077.99855752941
428,68077.99855752941
429,68077.99855752941
430,68077.99855752941
431,68077.51849445608
432,63299.50255287008
433,68736.8471173644
434,68054.6157236707
435,68076.41216669139
436,73025.91047885953
437,159659.083331713
438,175963.80506127793
439,175965.40905763488
440,175963.14718315005
441,176402.41439984646
442,179374.33189335
443,141513.75195246976
444,115564.78532032634
445,145774.7085951846
446,205773.75958284177
447,305751.34061644407
448,437564.5303942375
449,290951.71262878506
450,250564.84337909147
451,209389.16801304556
452,223013.65664343536
453,210691.26776551083
454,205147.8924992308
455,205147.8924992308
456,173294.13368215784
457,167047.12800998893
458,152367.1324149035
459,95851.28893603757
460,94422.6312833149
461,94729.39483733487
462,86980.28859856725
463,83346.11361935665
464,127002.09031812893
465,134728.80499950657
466,158230.3401794653
467,158387.98416811787
468,129865.87121730857
469,153073.63311298192
470,161797.18572808363
471,131363.1802601724
472,104685.8631929066
473,109015.3153832705
474,116192.99052230315
475,114368.44587163627
476,108972.25355346873
477,101016.72722941823
478,103620.05531834066
479,109626.68995983899
480,81724.00836805056
481,27360.59087630175
482,27362.048915719613
483,56316.42749977589
484,78399.99135354016
485,63340.27165623754
486,29893.113110775128
487,29893.113110775128
488,29893.113110775128
489,29893.113110775128
490,29893.113110775128
491,29891.494702829652
492,28217.94965462666
493,34475.497756424826
494,46655.259304219624
495,47602.1226211926
496,71755.30338400183
497,71701.81203076057
498,62254.55712966644
499,58845.47086570226
500,58854.11218237621
501,36997.49864994362
502,36997.49864994362
503,36997.49864994362
504,36997.49864994362
505,36997.49864994362
506,36997.49864994362
507,36791.53802926745
508,35742.140457240865
509,35662.1931365449
510,35662.1931365449
511,35598.78140055202
512,37018.57830864191
513,35839.336844998645
514,35374.04528579861
515,35087.355692787096
516,34449.86465457408
517,41746.700398202636
518,42151.94628152251
519,42151.94628152251
520,42811.30447854777
521,54432.129426362604
522,61796.97352659423
523,66909.38539367355
524,68052.56594895828
525,68065.43921154365
526,68071.86469247378
527,68077.92617966607
528,68077.99855752941
529,68077.99855752941
530,68077.99855752941
531,68076.96011208836
532,68050.55756310094
533,71804.8851415467
534,74423.45794148176
535,59755.89864664595
536,110368.46800524677
537,173891.98164073378
538,175955.17269139853
539,175953.17226467282
540,175954.5686784701
541,176162.74242929602
542,175547.705862578
543,158967.75152404347
544,173997.94447770756
545,150776.0948857451
546,213439.2491529599
547,289095.007042069
548,291971.9717386868
549,221876.9949012613
550,217446.38596457057
551,222439.99579703808
552,209597.58580977842
553,205147.8924992308
554,205147.8924992308
555,198849.0757357208
556,169346.4126835815
557,168569.89044382703
558,186814.2363688904
559,231887.12600669824
560,169811.34709522314
561,115754.63729331456
562,83269.58551005274
563,88760.56387535384
564,134485.69508093596
565,155858.51232545613
566,169060.017539897
567,134658.52669858932
568,120681.62293203175
569,119715.90068724006
570,123206.8205561972
571,104557.12910681547
572,93909.58692245185
573,85697.93203044077
574,83240.62518630794
575,87763.09226393886
576,97297.53114036191
577,97663.55041317083
578,98030.27018567873
579,96923.37500283436
580,193521.67270641122
581,27784.14301579073
582,50139.47825310007
583,76935.07520040357
584,80037.13920641184
585,37451.073675468564
586,29893.113110775128
587,29893.113110775128
588,29893.113110775128
589,29893.113110775128
590,29893.113110775128
591,29403.78344302671
592,26034.832403234905
593,25084.994906258304
594,31593.673178426805
595,43853.89238693939
596,45112.53819246637
597,51929.40585677419
598,58794.804627254605
599,58798.99797483429
600,58820.70802820288
601,36997.49864994362
602,36997.49864994362
603,36997.49864994362
604,36997.49864994362
605,36997.49864994362
606,36997.49864994362
607,37193.76549122954
608,35944.80282804102
609,35662.1931365449
610,35662.1931365449
611,35626.69322634395
612,52589.302527490974
613,35776.56069448579
614,35107.31316677295
615,35032.6705070287
616,34606.402386032045
617,40813.61141982069
618,42151.94628152251
619,42151.94628152251
620,54703.50829702243
621,63704.95330380136
622,68050.55756310094
623,68050.55756310094
624,68050.55756310094
625,68050.55756310094
626,68050.55756310094
627,68062.5620160983
628,68076.22185090277
629,68077.99855752941
630,68074.78157045599
631,68069.16332683805
632,68056.27544180164
633,68051.12212312702
634,74948.59479587447
635,74132.83957615535
636,146067.49579735595
637,164155.38856099546
638,176037.73626262182
639,175953.17226467282
640,175953.17226467282
641,177419.90002668859
642,166372.70949480683
643,136394.71627992205
644,193054.44070391048
645,195643.2586942534
646,264632.0749030425
647,302674.90730373934
648,288730.4183052555
649,263397.3327030353
650,405137.89269934595
651,278781.14988314686
652,205550.29337453842
653,205427.25483132154
654,205356.75760458782
655,207037.95751912356
656,176156.80162560008
657,176021.8557713963
658,189109.8515822068
659,247185.07834961824
660,248223.65675842576
661,195832.51326578856
662,84939.74868478253
663,87655.38471560925
664,172314.24317111447
665,184235.90212326497
666,207387.19740224723
667,126886.10381237604
668,123126.32576555014
669,107330.44856349775
670,101606.15920628048
671,93666.13387760893
672,83456.90733964369
673,83456.90733964369
674,83456.90733964369
675,83456.90733964369
676,88190.59800833836
677,98399.82330104336
678,95586.5785870105
679,71685.59138706326
680,63862.73249557195
681,86160.97991893068
682,77820.27061617794
683,80528.1570734838
684,73967.84647594765
685,30128.332843478885
686,29893.113110775128
687,29893.113110775128
688,29893.113110775128
689,29893.113110775128
690,29893.113110775128
691,27528.072836466134
692,24956.75318823941
693,24956.75318823941
694,40269.07003338821
695,55207.37929795991
696,29790.12351865531
697,48437.99954186473
698,58794.804627254605
699,58794.804627254605
700,58771.70994639024
701,36997.49864994362
702,37357.464675957686
703,36997.49864994362
704,36997.49864994362
705,36997.49864994362
706,36997.49864994362
707,37028.59716574277
708,36269.25318555703
709,35637.60841753078
710,35477.904357176274
711,35307.87532055797
712,119111.86660697559
713,63551.988476808765
714,35298.59073500906
715,35560.56319794501
716,35046.36621252162
717,38106.914913117886
718,42177.11297552375
719,47389.72330116015
720,65531.01948542107
721,68050.55756310094
722,68050.55756310094
723,68050.55756310094
724,68050.55756310094
725,68053.6710176774
726,68053.11265533813
727,68050.55756310094
728,68053.66623214295
729,68063.3522597067
730,68052.40772184532
731,68052.43632019334
732,68053.17972382449
733,68050.55756310094
734,68345.1520887705
735,124281.92963468935
736,175338.06672798097
737,175953.17226467282
738,175953.17226467282
739,175953.17226467282
740,175953.17226467282
741,176077.87916528643
742,189250.54969109828
743,198176.87003903138
744,243535.18707360094
745,246201.49452423118
746,254592.28323553514
747,296524.38698847964
748,297048.5370628089
749,320809.4225920625
750,634273.4996457892
751,700211.2551754847
752,596784.105030179
753,392626.0085860174
754,409393.35723588243
755,485106.91809776385
756,297839.2242545439
757,243358.54707704484
758,284375.3471751604
759,206751.89740987867
760,236599.57361489907
761,262101.86066153436
762,113313.93617569655
763,107561.41560029611
764,190551.11280343312
765,355982.99960425496
766,594277.0867612938
767,526012.39337439
768,274440.2421032991
769,237305.8549325997
770,324488.71507381834
771,178782.29211874673
772,83456.90733964369
773,83456.90733964369
774,83456.90733964369
775,83456.90733964369
776,91815.61844520085
777,81228.88312640041
778,65921.76185312681
779,64531.15839171223
780,73615.20165929105
781,113339.34963273071
782,112169.89746824955
783,89386.09609555895
784,63818.80340341851
785,29893.113110775128
786,29893.113110775128
787,29828.914902519435
788,29847.717229453847
789,29893.113110775128
790,29882.207075887534
791,26574.8155930629
792,24956.75318823941
793,24364.049254499376
794,68706.3207530044
795,81250.8087237957
796,33893.96813191683
797,54602.57499091793
798,70067.50902568921
799,58794.804627254605
800,58745.722900271416
801,37504.23290581093
802,36809.048792595684
803,37021.69951702194
804,37017.85623745315
805,36997.49864994362
806,37195.43606822885
807,37454.60490011936
808,38042.39642134146
809,35353.55797118414
810,35277.435935109854
811,35277.435935109854
812,35277.435935109854
813,35507.1650559376
814,28982.50925418525
815,22453.289310112596
816,35074.387874924
817,37104.50525877881
818,43494.545652506175
819,59578.97250575604
820,68001.61891433867
821,68050.55756310094
822,68050.55756310094
823,68050.55756310094
824,68051.16159690637
825,68080.8170195194
826,68069.72094509023
827,68061.30400111899
828,68052.24230563786
829,68050.55756310094
830,68265.99062842247
831,76255.71690889786
832,68050.55756310094
833,68050.55756310094
834,83677.40223630081
835,161842.58520360477
836,175621.96105527133
837,175953.17226467282
838,175953.17226467282
839,175953.17226467282
840,175953.17226467282
841,179886.26594863087
842,190119.69034986477
843,186013.08865721337
844,199553.08279883722
845,269661.16959495656
846,290209.2427524291
847,381430.8656793656
848,351665.66692703636
849,514426.178604536
850,728939.016426191
851,975096.3328128061
852,847162.9944385998
853,682778.8121822895
854,524011.1772151962
855,501607.3851329908
856,472974.65579392144
857,356213.4880685434
858,296280.82898169477
859,112623.41396152973
860,116737.77508907407
861,149937.62093588524
862,140574.03457104787
863,129094.49203394214
864,297996.17467248277
865,622418.6902305558
866,624053.8751233593
867,507947.2215515226
868,409810.7871722926
869,354696.40206081234
870,354696.40206081234
871,150895.00126582198
872,83456.90733964369
873,83456.90733964369
874,83456.90733964369
875,83456.90733964369
876,196597.4680862669
877,64671.66249932302
878,64531.15839171223
879,68584.29538791813
880,74105.75755077502
881,87340.38915787078
882,108533.25235655709
883,108234.86035162443
884,52195.48488430213
885,29893.113110775128
886,29893.113110775128
887,29550.022222437896
888,29567.461703417823
889,29893.113110775128
890,29436.474999209633
891,25359.373710555956
892,24956.75318823941
893,41664.59706086945
894,66587.48312976095
895,81249.52273970749
896,95674.03661408462
897,170202.40794610605
898,181356.68537969934
899,128635.32417622954
900,80881.49660587008
901,36997.49864994362
902,36997.49864994362
903,37065.23858915207
904,37386.8166252285
905,37320.56075136422
906,38134.67010118137
907,39549.643879635725
908,38923.28297377989
909,35277.435935109854
910,35301.45933513495
911,35289.447644674976
912,36825.47994517768
913,36822.072564994916
914,39775.49294327153
915,39554.1008720682
916,35094.599704901746
917,35201.585952058
918,41571.70879507257
919,57001.350899803685
920,67361.0927025954
921,68050.55756310094
922,68050.55756310094
923,68011.94698422497
924,67656.94839171733
925,67714.78698928136
926,67698.8884428874
927,67870.35861124922
928,68097.83864007471
929,67539.78238118315
930,68050.55756310094
931,87951.56617508922
932,68050.55756310094
933,86460.31997672189
934,145084.60397150833
935,174890.58083635825
936,175953.17226467282
937,175953.17226467282
938,175953.17226467282
939,175953.17226467282
940,163995.75735059194
941,191881.4495243386
942,192703.86623242497
943,191751.92411282426
944,192954.6171879312
945,211895.49384298734
946,301303.76627455535
947,317030.66314153234
948,341008.75412736123
949,379825.61957439035
950,621235.9810394398
951,1097205.6976278871
952,992458.1723550519
953,756261.7809563726
954,655268.9113817178
955,632686.1445244588
956,583367.4816500917
957,394671.84652417386
958,324348.4064836716
959,109083.88048021891
960,121439.40886272345
961,139078.66113618272
962,147264.91033875197
963,252946.90296871215
964,434339.3886045888
965,467829.50656798016
966,433716.39668317884
967,419953.4497358644
968,402970.2200731258
969,354395.1130575078
970,356998.5120208096
971,144804.3230627384
972,83436.30220193975
973,83456.90733964369
974,83456.90733964369
975,94436.22257580116
976,145468.0582728478
977,64531.15839171223
978,66779.78218647838
979,73838.23624152094
980,74341.92668220587
981,74864.49064847082
982,76108.239678015
983,88340.19237156957
984,53320.52358703688
985,29799.399233205244
986,29893.113110775128
987,29893.113110775128
988,29893.113110775128
989,29893.113110775128
990,28613.293780406937
991,24956.75318823941
992,24471.6920340918
993,21863.000735179055
994,21566.377882048488
995,26627.94033387024
996,116906.61047605146
997,204861.89324615314
998,213433.7639872767
999,213203.52270292118
1000,204672.85524226073
1001,36997.49864994362
1002,36722.089019125095
1003,36089.27328366414
1004,38537.733747327235
1005,30135.230952539656
1006,31656.18731655687
1007,25110.360863507958
1008,51928.85286910695
1009,39743.630305600236
1010,41001.08884520619
1011,41641.036368754925
1012,43357.180609222036
1013,42672.015100423596
1014,40591.18093544594
1015,40259.87811824662
1016,34883.22541229741
1017,35249.377086218214
1018,37199.86899511423
1019,36775.90390580241
1020,39911.6813814973
1021,45192.97643091739
1022,43126.85135312099
1023,36251.46483214293
1024,201758.4164718573
1025,28599.733404305764
1026,28599.733404305764
1027,32393.892625523767
1028,40541.04244335543
1029,46162.0115447538
1030,45000.84175555216
1031,61783.53513466101
1032,64383.8984804675
1033,89764.53828866663
1034,169466.9475173019
1035,175953.17226467282
1036,175953.17226467282
1037,175953.17226467282
1038,175953.17226467282
1039,175953.17226467282
1040,187674.69798985124
1041,192703.86623242497
1042,192703.86623242497
1043,189746.2332089562
1044,178674.58720479906
1045,228003.5444049528
1046,312851.5405382896
1047,417359.87695679767
1048,349997.14799392223
1049,350052.69583553076
1050,471796.44995769486
1051,1146964.7490625978
1052,1081899.7830435187
1053,880734.1275215168
1054,565264.1255773809
1055,597369.7055800036
1056,520967.5502871424
1057,405189.289399229
1058,411673.80978547037
1059,210376.17285798304
1060,134929.78552548494
1061,144194.0952222841
1062,146552.69424901158
1063,297467.5321819857
1064,429772.56447800994
1065,402855.72341745533
1066,402743.07025801716
1067,332471.1387242675
1068,290404.0366301073
1069,316737.4807720203
1070,447140.46646671556
1071,433093.5779389012
1072,108081.93875608966
1073,92776.22846207581
1074,94897.97587304935
1075,308764.6986621185
1076,102204.34161673789
1077,65287.029583192896
1078,72869.53668407258
1079,74815.91939031554
1080,74864.08448217282
1081,74864.49064847082
1082,74965.13095779344
1083,76340.92459895089
1084,69385.42123311292
1085,30071.696415183833
1086,29894.36854037363
1087,29893.113110775128
1088,29893.113110775128
1089,29909.991874891624
1090,27641.27052818099
1091,24956.75318823941
1092,39504.89876394719
1093,21571.14399982989
1094,21562.732243545353
1095,21571.14399982989
1096,85169.55344194174
1097,204861.89324615314
1098,213427.1641393155
1099,199796.61028150655
1100,213433.7639872767
1101,37156.541723656235
1102,37529.281746671244
1103,37200.17430839507
1104,39351.59134796591
1105,36323.44133063266
1106,23282.993118710758
1107,12964.48442800017
1108,38905.263638603035
1109,44337.225136530586
1110,44951.47374417074
1111,45067.97902767686
1112,45592.667964300024
1113,45658.96225485206
1114,44355.156833977904
1115,41003.04901261162
1116,40274.78439116769
1117,37519.429522297345
1118,32303.635597214918
1119,36775.90390580241
1120,36780.83159155492
1121,33393.62858742825
1122,28512.694500152953
1123,28512.694500152953
1124,28513.017115803174
1125,28530.52774723526
1126,28554.338847768493
1127,28633.489847918972
1128,27446.077587574255
1129,21446.425609222555
1130,32531.394851353718
1131,202062.55865916295
1132,29393.553347052075
1133,57617.24133911799
1134,173252.72253583462
1135,170010.38349399378
1136,175953.17226467282
1137,175953.17226467282
1138,175953.17226467282
1139,177605.09509663563
1140,192354.52259106835
1141,192703.86623242497
1142,188087.99115483626
1143,167927.6349400269
1144,145257.33095877978
1145,148873.399912918
1146,502043.3406673223
1147,941199.5314139411
1148,351985.5982245947
1149,350052.69583553076
1150,836077.9459348826
1151,1374929.3371820794
1152,1038993.6738623879
1153,502822.65104274824
1154,339619.50323573686
1155,331417.5558195263
1156,333429.5282375729
1157,387916.56595057994
1158,406300.39187413827
1159,349315.4602276329
1160,170774.6063201446
1161,147264.91033875197
1162,147264.91033875197
1163,222105.1042812094
1164,423299.06482669106
1165,417244.99456541985
1166,294684.7342572857
1167,290522.84474641085
1168,290522.84474641085
1169,297793.3994735088
1170,450333.4696427857
1171,390521.5905671315
1172,100926.0632902782
1173,101943.24714835174
1174,101284.69337015133
1175,97796.38134366833
1176,73173.02935695322
1177,71583.18314613309
1178,74840.50023683635
1179,74864.49064847082
1180,74864.49064847082
1181,74899.6068066433
1182,77603.84569901694
1183,78840.2124177292
1184,78334.97103416256
1185,66194.87198187225
1186,36679.41871839424
1187,30535.602793358266
1188,29893.113110775128
1189,30289.770554842427
1190,27168.561892901547
1191,62429.573744805646
1192,75067.04997608792
1193,24206.416071023326
1194,21569.477593496442
1195,21571.14399982989
1196,81010.8131361492
1197,212977.81265423348
1198,213433.7639872767
1199,213413.9879849162
1200,213785.80596146197
1201,36997.49864994362
1202,37621.51005494618
1203,38392.343688633526
1204,42780.107081440976
1205,46209.43765134085
1206,19986.58399779143
1207,5362.053772660198
1208,35897.709044268355
1209,45658.96225485206
1210,44886.79307597689
1211,48695.364682327025
1212,63534.57931762026
1213,45658.96225485206
1214,45658.96225485206
1215,44005.4036097019
1216,40022.589950453155
1217,34831.11552598048
1218,33378.78151025344
1219,36524.784314962744
1220,36859.7892930517
1221,36360.226764568826
1222,28567.464109200228
1223,28517.80549932178
1224,28513.306522011582
1225,28512.694500152953
1226,28512.694500152953
1227,28682.438924567774
1228,29950.38429734821
1229,28297.868773677386
1230,65580.10898617562
1231,28512.694500152953
1232,28512.694500152953
1233,46111.982974992134
1234,116806.81984569319
1235,175204.10596299107
1236,175953.17226467282
1237,175953.17226467282
1238,175953.17226467282
1239,177652.9773522485
1240,187677.96561929636
1241,159134.37474571168
1242,146266.24199997657
1243,140957.73402628303
1244,140946.90708479285
1245,140992.91047279
1246,740017.4864096846
1247,1008318.2889570706
1248,449594.17050950974
1249,382565.0933871716
1250,1404636.2868661769
1251,1798129.2221462377
1252,414247.0926832445
1253,410476.4796400368
1254,529273.652842233
1255,332836.8979019809
1256,324452.26007307414
1257,342421.7485284731
1258,377595.2862775037
1259,465691.07151656924
1260,601275.5181765434
1261,111843.8044815734
1262,106014.16724750388
1263,124493.26190132136
1264,258711.5374677966
1265,296438.71012769826
1266,288805.60029590875
1267,290522.84474641085
1268,290522.84474641085
1269,290522.84474641085
1270,330198.24143758044
1271,150116.73130365333
1272,121020.49616493471
1273,103488.81059316586
1274,97810.47956130328
1275,97990.70279745432
1276,84654.78755980032
1277,74864.49064847082
1278,74864.49064847082
1279,74864.49064847082
1280,78197.32728062477
1281,76200.46374539007
1282,82071.77757379413
1283,86476.76644881628
1284,92719.71223683003
1285,201549.5178081377
1286,193357.28675777046
1287,122587.01045105909
1288,44169.27212684415
1289,30097.941420487943
1290,46885.523982086685
1291,85668.21260797046
1292,84927.19508671388
1293,52018.699527561665
1294,21571.14399982989
1295,21571.14399982989
1296,42527.398190120206
1297,213433.7639872767
1298,213433.7639872767
1299,213422.2354724314
1300,223517.9563464895
1301,36997.49864994362
1302,37188.249946517404
1303,42474.9960706468
1304,45586.51195055446
1305,45658.96225485206
1306,34262.38281242817
1307,15616.036172430031
1308,41275.5119741261
1309,45658.96225485206
1310,29859.325800546445
1311,56894.95893386565
1312,45658.96225485206
1313,45658.96225485206
1314,45658.96225485206
1315,45658.96225485206
1316,37341.277134405915
1317,33863.26936423965
1318,34130.76421095058
1319,37342.63896195521
1320,36862.94282414112
1321,36829.42229721451
1322,29258.93109247228
1323,28599.733404305764
1324,28590.49586935807
1325,28556.210082170554
1326,28522.111360879615
1327,29013.065230360255
1328,29158.92633850391
1329,30283.48030862247
1330,28512.694500152953
1331,28512.694500152953
1332,28395.40084383823
1333,54758.533537980984
1334,60230.506467181076
1335,102227.00591471524
1336,175148.80329151452
1337,175953.17226467282
1338,183138.54302537534
1339,233291.6893421188
1340,248051.7444181235
1341,174057.4502412416
1342,140957.73402628303
1343,140957.73402628303
1344,141992.28143092943
1345,194877.49710290506
1346,834576.9350879192
1347,775741.4262918867
1348,463031.97468318045
1349,485828.3980280608
1350,493613.92820001394
1351,530532.1498815343
1352,310376.3928694874
1353,344275.4195428323
1354,401262.4221790284
1355,262145.48663930595
1356,250443.59681603056
1357,230099.41042717732
1358,207287.53115614504
1359,190278.55929135482
1360,90410.46661135489
1361,52396.81232908741
1362,70245.90065797465
